latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
48.45827,38.77375,329.75,0.54,0.42,2024-01-01,0943,N20,VIIRS,n,2,278.66,5.23,D,2
48.45614,38.77732,339.37,0.62,0.71,2024-01-01,1124,N20,VIIRS,n,2,270.89,5.49,D,0
48.45997,38.77596,344.04,0.62,0.71,2024-01-01,1124,N20,VIIRS,n,2,271.61,7.13,D,2
47.86049,33.44395,334.97,0.42,0.37,2024-01-01,2338,N20,VIIRS,n,2,262.24,7.24,N,2
47.85977,33.44948,328.15,0.42,0.37,2024-01-01,2338,N20,VIIRS,n,2,268.84,8.85,N,2
48.97338,24.7088,299.24,0.32,0.55,2024-01-02,0118,N20,VIIRS,n,2,274.53,0.57,N,2
47.53942,30.22763,352.24,0.47,0.39,2024-01-02,1104,N20,VIIRS,n,2,267.41,14.34,D,0
48.53639,25.50991,353.65,0.38,0.36,2024-01-02,1105,N20,VIIRS,n,2,282.17,6.99,D,0
48.53716,25.51504,328.46,0.38,0.36,2024-01-02,1105,N20,VIIRS,n,2,276.39,6.99,D,0
47.87584,35.15144,295.85,0.52,0.41,2024-01-02,2319,N20,VIIRS,n,2,268.41,1.19,N,2
47.86847,33.43147,297.43,0.4,0.45,2024-01-02,2319,N20,VIIRS,n,2,273.44,1.13,N,2
47.86855,33.43232,327.72,0.51,0.66,2024-01-03,0059,N20,VIIRS,n,2,269.43,3.8,N,2
47.86427,33.42883,323,0.51,0.66,2024-01-03,0059,N20,VIIRS,n,2,268.41,3.08,N,2
47.86814,35.16288,327.62,0.48,0.4,2024-01-03,1045,N20,VIIRS,n,2,276.74,3.04,D,2
48.05838,37.95449,329.48,0.42,0.38,2024-01-04,1027,N20,VIIRS,n,2,275.69,3.79,D,2
46.15663,29.36658,352.71,0.73,0.76,2024-01-04,1207,N20,VIIRS,n,2,280.07,11.26,D,0
48.14255,25.48337,327.04,0.36,0.57,2024-01-05,1008,N20,VIIRS,n,2,276.59,2.16,D,0
48.21244,38.24429,297.53,0.4,0.44,2024-01-06,0002,N20,VIIRS,n,2,270.73,0.73,N,2
48.22141,38.2431,298.58,0.4,0.44,2024-01-06,0002,N20,VIIRS,n,2,271.95,1.33,N,2
47.86707,33.43255,295.95,0.42,0.38,2024-01-06,0003,N20,VIIRS,n,2,273.27,0.59,N,2
