latitude,longitude,acq_date,confidence,frp,type
49.69054,25.23416,27/03/2020,n,2.36,0
49.52937,24.22075,27/03/2020,n,3.22,0
49.40788,23.48453,27/03/2020,n,1.96,0
49.67219,25.17968,27/03/2020,n,6.26,0
49.67297,25.18495,27/03/2020,n,4.51,0
50.2056,29.29282,27/03/2020,n,6.06,0
50.14633,28.80334,27/03/2020,n,4.39,0
50.14279,28.8043,27/03/2020,n,4.39,0
50.48578,32.21181,27/03/2020,n,3.08,0
49.60185,24.77923,27/03/2020,n,4.99,0
49.60264,24.78446,27/03/2020,n,4.99,0
49.87316,26.67519,27/03/2020,n,9.32,0
49.87464,26.68623,27/03/2020,n,5.11,0
50.5159,32.61993,27/03/2020,n,8.28,0
49.39399,23.48429,27/03/2020,n,3.37,0
49.59939,24.78563,27/03/2020,n,4.99,0
50.46785,32.14708,27/03/2020,n,16.68,0
50.46832,32.15265,27/03/2020,n,16.68,0
49.37732,23.44607,27/03/2020,n,3.92,0
50.68857,35.42094,27/03/2020,n,4.32,0
50.58567,33.8756,27/03/2020,n,3.5,0
50.56545,33.65315,27/03/2020,n,3.24,0
49.62696,25.12918,27/03/2020,n,3.83,0
50.56205,33.66701,27/03/2020,n,2.85,0
50.56252,33.67348,27/03/2020,n,2.85,0
50.33546,30.99393,27/03/2020,n,29.21,0
49.54538,24.65626,27/03/2020,n,2.67,0
49.43109,23.94783,27/03/2020,n,1.81,0
49.43383,24.02978,27/03/2020,n,2.18,0
50.31799,31.05929,27/03/2020,n,2.21,0
50.35316,31.44282,27/03/2020,n,18.04,0
49.55368,24.84612,27/03/2020,n,6.72,0
49.33107,23.48068,27/03/2020,n,1.8,0
49.43419,24.16218,27/03/2020,n,1.95,0
49.43094,24.16339,27/03/2020,n,9.56,0
50.54036,34.26653,27/03/2020,n,4.94,0
50.53634,34.27408,27/03/2020,n,4.94,0
49.64953,25.75073,27/03/2020,n,1.61,0
49.94374,27.95455,27/03/2020,n,5.4,0
50.54254,34.26752,27/03/2020,n,4.4,0
50.53807,34.26815,27/03/2020,n,4.4,0
49.90897,27.78924,27/03/2020,n,3.06,0
50.49271,33.8124,27/03/2020,n,3.35,0
50.49318,33.81896,27/03/2020,n,4.76,0
50.04996,29.06477,27/03/2020,n,7.41,0
49.71471,26.4884,27/03/2020,n,1.9,0
50.28952,31.65703,27/03/2020,n,6.78,0
49.32926,23.95542,27/03/2020,n,3.16,0
49.35087,24.09085,27/03/2020,n,1.98,0
49.28828,23.74406,27/03/2020,n,6.16,0
49.28912,23.74928,27/03/2020,n,6.16,0
49.41371,24.55775,27/03/2020,n,4.51,0
50.5103,34.97913,27/03/2020,n,3.43,0
49.35198,24.22824,27/03/2020,n,1.74,0
49.37242,24.35835,27/03/2020,n,4.14,0
50.47915,34.61673,27/03/2020,n,6.6,0
50.47959,34.62384,27/03/2020,n,6.36,0
50.47505,34.62439,27/03/2020,n,1.67,0
49.23736,23.58045,27/03/2020,n,2.19,0
50.02109,29.33601,27/03/2020,n,2.84,0
50.49548,35.29273,27/03/2020,n,1.89,0
49.30946,24.11178,27/03/2020,n,1.32,0
49.32517,24.23264,27/03/2020,n,8.03,0
49.81495,27.76416,27/03/2020,n,2.48,0
49.22764,23.73025,27/03/2020,n,1.62,0
49.53358,25.7529,27/03/2020,n,2.07,0
50.49783,35.29166,27/03/2020,n,3.65,0
49.52626,25.74983,27/03/2020,n,5.38,0
49.21039,23.70912,27/03/2020,n,1.69,0
50.34159,33.15917,27/03/2020,n,3.45,0
50.46372,34.96344,27/03/2020,n,21.37,0
50.14404,31.03008,27/03/2020,n,7.99,0
50.30043,32.80115,27/03/2020,n,2.29,0
50.32039,33.05211,27/03/2020,n,25.19,0
49.007,22.64344,27/03/2020,n,1.95,0
49.35499,24.77873,27/03/2020,n,1.94,0
49.28578,24.35359,27/03/2020,n,1.71,0
49.28659,24.35878,27/03/2020,n,2.48,0
49.19899,23.85171,27/03/2020,n,3.39,0
49.62371,26.72432,27/03/2020,n,1.84,0
49.80616,28.15438,27/03/2020,n,7.15,0
50.28816,33.02159,27/03/2020,n,1.83,0
50.31142,33.3274,27/03/2020,n,2.58,0
49.31884,24.63253,27/03/2020,n,2.44,0
49.56868,26.34511,27/03/2020,n,6.69,0
49.80199,28.14944,27/03/2020,n,2.87,0
49.56538,26.3462,27/03/2020,n,6.69,0
50.24031,32.57669,27/03/2020,n,2.37,0
49.27441,24.41267,27/03/2020,n,2.57,0
49.56544,26.39698,27/03/2020,n,5.92,0
49.56618,26.40238,27/03/2020,n,5.92,0
49.27116,24.41386,27/03/2020,n,3.27,0
49.43342,25.48804,27/03/2020,n,3.69,0
49.56213,26.39806,27/03/2020,n,13.65,0
49.56287,26.40345,27/03/2020,n,13.65,0
49.18325,23.96795,27/03/2020,n,3.92,0
49.25167,24.39902,27/03/2020,n,1.97,0
49.57236,26.67795,27/03/2020,n,4.4,0
49.46487,25.93962,27/03/2020,n,2.27,0
49.84688,29.01783,27/03/2020,n,2.83,0
49.12392,23.83285,27/03/2020,n,2.64,0
49.57399,26.87961,27/03/2020,n,2.62,0
49.26308,24.73736,27/03/2020,n,4.7,0
49.14255,23.9912,27/03/2020,n,2.02,0
49.14338,23.9964,27/03/2020,n,2.02,0
49.22448,24.55393,27/03/2020,n,2.34,0
48.87098,22.51721,27/03/2020,n,7.14,0
48.87191,22.52254,27/03/2020,n,7.14,0
49.34796,25.48679,27/03/2020,n,1.42,0
49.86891,29.5781,27/03/2020,n,3.12,0
48.86576,22.50758,27/03/2020,n,5.03,0
48.8686,22.52381,27/03/2020,n,5.63,0
50.19504,33.13855,27/03/2020,n,4.3,0
50.1955,33.14465,27/03/2020,n,4.8,0
49.2041,24.59965,27/03/2020,n,3.7,0
49.49538,26.631,27/03/2020,n,3.22,0
49.60313,27.45003,27/03/2020,n,3.52,0
50.17733,33.07494,27/03/2020,n,4.67,0
50.28449,34.97495,27/03/2020,n,3.74,0
50.14653,33.06231,27/03/2020,l,16.69,0
50.14698,33.06833,27/03/2020,n,9.86,0
49.52849,27.0891,27/03/2020,n,2.43,0
50.14278,33.06912,27/03/2020,n,9.86,0
50.13858,33.06989,27/03/2020,n,15.55,0
49.5621,27.40377,27/03/2020,n,2.34,0
50.13438,33.07066,27/03/2020,n,15.55,0
49.48058,26.86596,27/03/2020,n,9.39,0
50.14291,33.07182,27/03/2020,n,11.77,0
50.13871,33.07258,27/03/2020,n,11.77,0
50.13402,33.0673,27/03/2020,n,12.97,0
50.13451,33.07335,27/03/2020,n,12.97,0
49.14276,24.62472,27/03/2020,n,4.01,0
49.46797,26.87564,27/03/2020,n,3.03,0
49.4687,26.88112,27/03/2020,n,3.03,0
49.90156,30.55344,27/03/2020,n,1.94,0
49.13951,24.62589,27/03/2020,n,1.54,0
49.4661,26.88764,27/03/2020,n,7.17,0
49.70352,28.77775,27/03/2020,n,4.11,0
49.46276,26.88868,27/03/2020,n,7.17,0
49.4635,26.89416,27/03/2020,n,7.17,0
50.17599,33.84409,27/03/2020,n,1.74,0
49.12725,24.65764,27/03/2020,n,2.16,0
49.79574,29.76074,27/03/2020,n,3.6,0
50.36282,37.36168,27/03/2020,h,9.73,0
49.14156,24.7728,27/03/2020,n,1.75,0
50.35768,37.36197,27/03/2020,n,2.52,0
50.35788,37.36662,27/03/2020,n,2.53,0
49.7195,29.13811,27/03/2020,n,2.58,0
49.48454,27.23808,27/03/2020,n,2.08,0
50.32651,36.99126,27/03/2020,n,7.36,0
49.05926,24.33228,27/03/2020,n,3.15,0
49.16095,24.98992,27/03/2020,n,6.25,0
49.31433,26.03697,27/03/2020,n,2.08,0
49.41693,26.80619,27/03/2020,n,3.92,0
49.4184,26.8171,27/03/2020,n,2.8,0
50.08685,33.17378,27/03/2020,n,6.53,0
49.12118,24.79646,27/03/2020,n,3.35,0
49.11872,24.8028,27/03/2020,n,5.63,0
50.30058,36.97668,27/03/2020,n,9.39,0
49.03974,24.31753,27/03/2020,n,4.57,0
49.04055,24.3227,27/03/2020,n,4.6,0
49.42316,27.00966,27/03/2020,n,4.18,0
50.29085,37.23248,27/03/2020,n,5.42,0
49.01197,24.22918,27/03/2020,n,2.2,0
49.27516,26.02769,27/03/2020,n,4.45,0
49.39277,26.99046,27/03/2020,n,1.31,0
49.39231,26.99289,27/03/2020,n,2.59,0
49.69713,29.63879,27/03/2020,n,2.85,0
49.67488,29.50474,27/03/2020,n,6.72,0
48.69465,22.63259,27/03/2020,n,7.4,0
48.7705,23.07328,27/03/2020,n,3.74,0
49.23647,26.08734,27/03/2020,n,5.82,0
49.3237,26.74152,27/03/2020,n,3.73,0
49.404,27.34608,27/03/2020,n,2.64,0
48.96637,24.33048,27/03/2020,n,6.56,0
50.17274,35.72644,27/03/2020,n,5.46,0
49.54239,28.54289,27/03/2020,n,5.67,0
49.07638,25.1095,27/03/2020,n,1.94,0
50.01291,33.43035,27/03/2020,n,4.18,0
50.14655,35.43365,27/03/2020,n,3.57,0
50.00957,33.4435,27/03/2020,n,5.77,0
48.67849,22.70175,27/03/2020,n,4.29,0
48.67941,22.70707,27/03/2020,n,4.29,0
50.08302,34.62313,27/03/2020,n,3.1,0
50.13085,35.4894,27/03/2020,n,1.51,0
48.62067,22.43303,27/03/2020,n,8.86,0
50.17483,36.4181,27/03/2020,n,27.14,0
50.19631,37.11499,27/03/2020,n,1.88,0
50.02649,34.10899,27/03/2020,n,11.89,0
48.68775,22.897,27/03/2020,n,3.8,0
49.87987,32.23891,27/03/2020,n,3.53,0
48.7315,23.17256,27/03/2020,n,10.52,0
49.33113,27.18938,27/03/2020,n,2.25,0
48.59369,22.46091,27/03/2020,n,3.16,0
48.58944,22.45691,27/03/2020,n,2.7,0
48.99334,25.05883,27/03/2020,n,1.13,0
50.05736,35.16513,27/03/2020,n,11.05,0
48.93444,24.78562,27/03/2020,n,4.49,0
49.44814,28.57029,27/03/2020,n,3.27,0
49.45464,28.65522,27/03/2020,n,4.21,0
50.05676,35.63,27/03/2020,n,1.77,0
48.61349,22.94476,27/03/2020,n,4.73,0
48.91485,24.81434,27/03/2020,n,3.78,0
48.91564,24.81951,27/03/2020,n,4.98,0
49.87461,33.23916,27/03/2020,n,4.9,0
49.99855,35.04021,27/03/2020,n,5.52,0
49.23167,27.10137,27/03/2020,n,14.33,0
48.53355,22.60696,27/03/2020,n,5.31,0
48.5293,22.60291,27/03/2020,n,3.86,0
48.53024,22.60826,27/03/2020,n,2.38,0
49.92636,34.19928,27/03/2020,n,2.18,0
49.25309,27.39908,27/03/2020,n,2.34,0
49.86476,33.69124,27/03/2020,n,1.63,0
49.86492,33.75557,27/03/2020,n,1.86,0
48.4303,22.22747,27/03/2020,n,3.29,0
48.43071,22.2295,27/03/2020,n,5.36,0
48.95089,25.41371,27/03/2020,n,3.24,0
48.52179,22.76801,27/03/2020,n,1.73,0
48.49921,22.75974,27/03/2020,n,2.05,0
48.50238,22.79826,27/03/2020,n,7.78,0
48.5033,22.80354,27/03/2020,n,7.78,0
49.20446,27.4562,27/03/2020,n,2.09,0
50.07282,37.72174,27/03/2020,h,4.53,0
50.06781,37.72708,27/03/2020,n,5,0
50.06761,37.72207,27/03/2020,h,5,0
49.95222,35.56626,27/03/2020,n,2.88,0
49.00674,26.12852,27/03/2020,n,3.44,0
48.51417,23.07014,27/03/2020,n,2.94,0
49.16047,27.36019,27/03/2020,n,2.54,0
48.51179,23.07669,27/03/2020,n,2.36,0
49.07894,26.90149,27/03/2020,n,8.65,0
49.07967,26.90689,27/03/2020,n,8.36,0
49.16533,27.56069,27/03/2020,n,2.26,0
49.70613,32.77232,27/03/2020,n,10.73,0
49.70659,32.77804,27/03/2020,n,7.68,0
49.70705,32.78379,27/03/2020,n,7.68,0
49.70843,32.80101,27/03/2020,n,2.45,0
49.70889,32.80677,27/03/2020,n,2.45,0
49.70935,32.81252,27/03/2020,n,6.27,0
49.07634,26.90793,27/03/2020,n,8.36,0
49.16195,27.56172,27/03/2020,n,2.26,0
49.70201,32.77315,27/03/2020,n,10.73,0
49.70247,32.77887,27/03/2020,n,7.68,0
48.39945,22.59391,27/03/2020,n,2.29,0
48.83969,25.28867,27/03/2020,n,1.3,0
49.21479,28.03903,27/03/2020,n,8.46,0
49.6965,32.80913,27/03/2020,n,8.69,0
49.69236,32.80991,27/03/2020,n,50.35,0
48.97967,26.30288,27/03/2020,n,2.36,0
49.68732,32.79923,27/03/2020,n,19.11,0
49.68777,32.80496,27/03/2020,n,50.35,0
49.05968,26.91314,27/03/2020,n,2.91,0
49.08066,27.07087,27/03/2020,n,3.18,0
49.69429,32.80526,27/03/2020,n,34.97,0
49.69477,32.81099,27/03/2020,n,8.55,0
49.68968,32.80032,27/03/2020,n,34.97,0
49.69016,32.80604,27/03/2020,n,34.97,0
49.68555,32.80109,27/03/2020,n,4.85,0
48.4687,23.24624,27/03/2020,n,3.24,0
49.79146,34.61349,27/03/2020,n,13.57,0
49.94551,37.68813,27/03/2020,n,3.06,0
49.82661,35.55157,27/03/2020,n,3.76,0
48.39171,23.04157,27/03/2020,n,11.33,0
49.58334,32.37674,27/03/2020,n,1.32,0
49.68716,34.00138,27/03/2020,n,3.85,0
49.89414,38.32316,27/03/2020,n,1.26,0
48.37151,23.12775,27/03/2020,n,2.76,0
48.34363,22.99551,27/03/2020,n,2.66,0
48.81734,26.16287,27/03/2020,n,2.68,0
48.8148,26.16919,27/03/2020,n,3.61,0
48.40113,23.51997,27/03/2020,n,18.04,0
49.64613,34.23589,27/03/2020,n,8.48,0
49.71773,35.4162,27/03/2020,n,7.27,0
49.63974,34.33748,27/03/2020,n,1.03,0
49.8466,38.60319,27/03/2020,n,4.52,0
48.64976,25.29992,27/03/2020,n,2.24,0
48.21989,22.74987,27/03/2020,n,3.6,0
48.22082,22.75517,27/03/2020,n,3.2,0
49.11238,28.99718,27/03/2020,n,8.26,0
49.78167,38.08376,27/03/2020,n,0.62,0
48.8272,26.77814,27/03/2020,n,1.95,0
49.68604,36.05206,27/03/2020,n,6.19,0
48.78749,26.60398,27/03/2020,n,3.96,0
49.82042,38.85196,27/03/2020,n,3.22,0
48.2909,23.45833,27/03/2020,n,2.27,0
49.68661,36.05101,27/03/2020,n,3.81,0
49.77725,38.08582,27/03/2020,n,1.2,0
49.75988,37.77828,27/03/2020,n,2.57,0
48.89265,27.72903,27/03/2020,n,5.63,0
48.88997,27.73557,27/03/2020,n,5.83,0
49.39875,32.52482,27/03/2020,n,10.48,3
49.75791,38.77456,27/03/2020,n,3.39,0
49.75824,38.78537,27/03/2020,n,7.45,0
49.3947,32.5257,27/03/2020,n,10.48,3
49.75297,38.79132,27/03/2020,n,5.37,0
49.36692,32.24966,27/03/2020,n,10.86,3
49.36337,32.25581,27/03/2020,n,10.86,0
49.35982,32.26198,27/03/2020,n,5.54,0
49.36028,32.26735,27/03/2020,n,5.54,0
49.36075,32.27272,27/03/2020,n,4.59,0
49.34933,32.18801,27/03/2020,n,2.28,0
49.3558,32.26279,27/03/2020,n,5.54,3
49.35627,32.26816,27/03/2020,n,5.54,3
49.35673,32.27353,27/03/2020,n,4.59,3
49.66822,37.43137,27/03/2020,n,4.11,0
49.34066,32.27674,27/03/2020,n,9.01,3
49.36948,32.62035,27/03/2020,n,8.02,3
48.91233,39.04888,27/03/2020,n,5.06,0
48.91249,39.05405,27/03/2020,n,5.06,0
48.87682,38.15266,27/03/2020,n,4.23,0
48.78339,36.90199,27/03/2020,n,13.03,0
48.78276,36.90388,27/03/2020,h,13.52,0
48.83111,38.45729,27/03/2020,n,3.47,0
48.69377,36.61419,27/03/2020,n,4.64,0
48.52976,37.86325,27/03/2020,n,2.23,0
48.52994,37.86787,27/03/2020,n,2.23,0
48.52681,38.31961,27/03/2020,n,2.6,0
48.38072,35.59469,27/03/2020,n,15.84,0
48.38163,35.60894,27/03/2020,n,13.29,0
48.51012,38.04239,27/03/2020,n,4.98,0
48.38117,35.6018,27/03/2020,h,15.84,0
48.37608,35.5953,27/03/2020,n,133.4,0
48.37698,35.60957,27/03/2020,n,28.58,0
48.48784,38.13802,27/03/2020,n,1.5,0
48.42297,37.134,27/03/2020,n,5.4,0
48.49521,39.4868,27/03/2020,l,9.57,0
48.41686,37.32598,27/03/2020,n,12.31,0
48.49505,39.48091,27/03/2020,n,8.06,0
48.00781,31.81897,27/03/2020,n,2.75,0
48.00744,31.81979,27/03/2020,n,4.1,0
48.3264,37.31614,27/03/2020,n,5.04,0
48.2565,36.89827,27/03/2020,n,7.92,0
48.26003,36.89868,27/03/2020,n,4.04,0
48.2551,36.89914,27/03/2020,n,4.04,0
48.20253,36.30354,27/03/2020,n,6.75,0
48.20193,37.93998,27/03/2020,h,13.51,0
48.20082,37.93922,27/03/2020,n,12.15,0
48.20103,37.94375,27/03/2020,n,9.1,0
48.16892,37.69092,27/03/2020,n,4.76,0
47.88442,33.72416,27/03/2020,n,5.02,0
47.97172,23.96255,27/03/2020,n,4.25,0
48.55724,27.98302,27/03/2020,n,5.8,0
48.16748,25.34778,27/03/2020,n,2.31,0
49.40111,39.18277,27/03/2020,n,2.76,0
48.34126,26.70473,27/03/2020,n,6.27,0
48.342,26.71001,27/03/2020,n,6.27,0
49.4017,39.82305,27/03/2020,n,2.57,0
48.33612,26.71737,27/03/2020,n,1.94,0
49.36769,38.81839,27/03/2020,n,5.92,0
48.26595,26.2934,27/03/2020,n,5.58,0
49.28204,38.8713,27/03/2020,n,2.81,0
49.28129,38.87474,27/03/2020,n,1.48,0
48.3887,28.0595,27/03/2020,n,3.13,0
49.08095,36.22106,27/03/2020,n,16.91,0
49.17074,38.30914,27/03/2020,n,2.33,0
49.1709,38.31404,27/03/2020,n,1.77,0
49.13604,37.64655,27/03/2020,n,2.55,0
49.08172,36.22012,27/03/2020,n,20.55,0
49.17221,38.3109,27/03/2020,n,2.01,0
48.11687,38.18207,27/03/2020,n,2.1,0
48.0466,36.81601,27/03/2020,n,3.17,0
48.11081,38.30105,27/03/2020,n,4.14,0
48.09527,37.70931,27/03/2020,n,1.68,0
48.11684,38.18425,27/03/2020,n,3.51,0
48.11161,38.18474,27/03/2020,n,1.5,0
48.11116,38.29824,27/03/2020,n,5.01,0
48.089,37.90864,27/03/2020,n,1.44,0
48.04895,37.82246,27/03/2020,n,10.42,0
48.04913,37.82678,27/03/2020,h,11.08,0
48.04078,38.25227,27/03/2020,h,6.57,0
47.94723,36.46667,27/03/2020,n,4.33,0
48.00962,37.9954,27/03/2020,n,2.66,0
48.05669,39.36116,27/03/2020,n,3.47,0
47.79816,34.58304,27/03/2020,n,2.97,0
48.00861,37.99471,27/03/2020,n,4.54,0
47.79865,34.58477,27/03/2020,n,4.03,0
48.05741,39.36441,27/03/2020,n,2.32,0
47.87544,35.8265,27/03/2020,n,3.62,0
47.93415,37.19168,27/03/2020,n,5.44,0
48.00696,38.86079,27/03/2020,n,27.99,0
48.00733,38.87091,27/03/2020,n,19.76,0
48.00714,38.86581,27/03/2020,h,19.76,0
48.00193,38.87136,27/03/2020,n,4.51,0
48.00157,38.86133,27/03/2020,h,8.99,0
47.92002,38.38935,27/03/2020,n,5.53,0
47.92073,38.40827,27/03/2020,n,7.53,0
47.92091,38.41314,27/03/2020,n,7.53,0
47.92109,38.41799,27/03/2020,n,6.09,0
47.92126,38.42278,27/03/2020,n,6.09,0
47.91441,38.38063,27/03/2020,n,3.42,0
47.91458,38.3853,27/03/2020,n,3.42,0
47.91492,38.39458,27/03/2020,n,5.53,0
47.91581,38.41854,27/03/2020,n,6.09,0
47.91616,38.4282,27/03/2020,n,7.44,0
47.91634,38.43293,27/03/2020,n,7.44,0
47.91651,38.43766,27/03/2020,n,3.19,0
47.91668,38.44239,27/03/2020,n,3.19,0
47.9151,38.39925,27/03/2020,h,11.24,0
47.91527,38.40395,27/03/2020,h,11.24,0
47.91545,38.40874,27/03/2020,h,7.53,0
47.91562,38.41362,27/03/2020,h,7.53,0
47.91599,38.42341,27/03/2020,h,6.09,0
47.91018,38.40931,27/03/2020,n,4.83,0
47.91088,38.42883,27/03/2020,n,5.23,0
47.91106,38.43361,27/03/2020,n,5.23,0
47.91,38.4046,27/03/2020,h,7.31,0
47.91071,38.42398,27/03/2020,h,8.02,0
47.92155,38.4079,27/03/2020,n,7.26,0
47.92175,38.41275,27/03/2020,n,7.26,0
47.92196,38.41757,27/03/2020,n,5.44,0
47.91509,38.38025,27/03/2020,n,3.25,0
47.91528,38.38491,27/03/2020,n,3.25,0
47.91548,38.38955,27/03/2020,n,5.39,0
47.91568,38.3942,27/03/2020,n,5.39,0
47.91587,38.39886,27/03/2020,n,8.98,0
47.91607,38.40355,27/03/2020,n,8.98,0
47.91668,38.41811,27/03/2020,n,5.44,0
47.91689,38.42296,27/03/2020,n,5.44,0
47.91709,38.42775,27/03/2020,n,3.69,0
47.91729,38.43248,27/03/2020,n,3.69,0
47.91748,38.43719,27/03/2020,n,2.53,0
47.91768,38.44193,27/03/2020,n,2.53,0
47.91627,38.40834,27/03/2020,h,7.26,0
47.91648,38.41322,27/03/2020,h,7.26,0
47.911,38.40886,27/03/2020,n,6.93,0
47.91161,38.42353,27/03/2020,n,18.63,0
47.91201,38.43313,27/03/2020,n,11.14,0
47.9122,38.43785,27/03/2020,n,5.07,0
47.9108,38.40416,27/03/2020,h,10.04,0
47.91181,38.42838,27/03/2020,h,11.14,0
47.84318,37.38024,27/03/2020,n,7.66,0
47.15665,29.96401,27/03/2020,n,3.67,0
47.15523,29.96625,27/03/2020,n,1.98,0
47.76351,37.69534,27/03/2020,n,6.23,0
47.76371,37.69964,27/03/2020,h,7.58,0
47.68415,36.73475,27/03/2020,n,7.12,0
47.68459,36.74268,27/03/2020,n,5.74,0
47.71519,37.64653,27/03/2020,n,10.88,0
47.71579,37.65963,27/03/2020,n,5.35,0
47.71659,37.67701,27/03/2020,n,3.72,0
47.71539,37.65086,27/03/2020,h,9.98,0
47.71558,37.65523,27/03/2020,h,9.98,0
49.13423,37.64907,27/03/2020,n,2.67,0
49.0857,37.72412,27/03/2020,n,2.66,0
49.13116,39.61375,27/03/2020,n,4.87,0
49.11895,39.82289,27/03/2020,n,1.39,0
49.05706,37.92091,27/03/2020,l,5.07,3
48.97153,36.05975,27/03/2020,n,5.8,0
49.05185,37.92136,27/03/2020,n,5.07,0
48.97165,36.06026,27/03/2020,n,6.65,0
48.96398,37.11696,27/03/2020,n,8.76,0
49.01447,38.96078,27/03/2020,n,1.35,0
49.00901,38.96115,27/03/2020,n,3.85,0
49.02342,39.47887,27/03/2020,h,10.35,0
48.21731,28.65293,27/03/2020,n,2.3,0
47.71009,37.64678,27/03/2020,n,5.15,0
47.71029,37.65115,27/03/2020,n,2.95,0
47.71049,37.65553,27/03/2020,n,2.95,0
47.71089,37.66432,27/03/2020,n,5.27,0
47.71069,37.65994,27/03/2020,h,5.27,0
47.67812,37.50494,27/03/2020,n,3.38,0
50.71217,25.27827,27/03/2020,n,13.98,0
51.3893,31.05904,27/03/2020,n,5.28,0
50.82008,25.97765,27/03/2020,n,3.29,0
51.47026,31.61279,27/03/2020,n,3.89,0
51.5062,31.93953,27/03/2020,n,3.28,0
51.50572,31.93378,27/03/2020,n,3.28,0
51.44799,31.26677,27/03/2020,n,15.67,0
51.67654,34.11204,27/03/2020,n,4.42,0
51.97647,33.57079,27/03/2020,n,9.33,0
51.78465,31.2589,27/03/2020,n,7.41,0
51.78538,31.26712,27/03/2020,n,5.14,0
51.9658,33.54486,27/03/2020,n,2.49,0
51.00617,24.73158,27/03/2020,n,3.04,0
50.91747,24.18398,27/03/2020,n,4.51,0
50.91422,24.18521,27/03/2020,n,4.51,0
50.90606,24.15421,27/03/2020,n,4.3,0
50.90688,24.15958,27/03/2020,n,10.04,0
50.90852,24.17032,27/03/2020,n,2.55,0
51.90511,33.12127,27/03/2020,n,4.6,0
50.90281,24.15544,27/03/2020,n,4.3,0
50.90363,24.16082,27/03/2020,n,10.04,0
51.90035,33.11552,27/03/2020,n,4.6,0
51.90129,33.1286,27/03/2020,n,4.96,0
50.90445,24.16619,27/03/2020,h,10.04,0
51.08149,25.39934,27/03/2020,n,1.47,0
51.07201,25.35647,27/03/2020,n,6.31,0
51.07278,25.36197,27/03/2020,n,6.31,0
51.02585,25.05637,27/03/2020,n,5.19,0
51.02663,25.06182,27/03/2020,h,8.74,0
50.93362,24.45074,27/03/2020,n,3.89,0
51.02336,25.06301,27/03/2020,n,8.74,0
51.16238,26.0897,27/03/2020,n,3.97,0
51.15905,26.09082,27/03/2020,n,3.97,0
51.34042,27.60622,27/03/2020,n,10.58,0
51.3397,27.60012,27/03/2020,h,10.58,0
51.3377,27.6134,27/03/2020,n,5.03,0
51.87711,33.47722,27/03/2020,n,7.01,0
50.85323,24.14592,27/03/2020,n,5.19,0
50.84998,24.14716,27/03/2020,n,1.36,0
51.87685,33.47758,27/03/2020,n,2.23,0
51.05976,25.78018,27/03/2020,n,3.18,0
51.05927,25.82701,27/03/2020,n,1.88,0
51.63194,30.88927,27/03/2020,n,2.74,0
51.09196,26.14453,27/03/2020,n,3.51,0
51.71334,31.86186,27/03/2020,n,0.99,0
51.62124,30.8595,27/03/2020,n,3.75,0
50.82197,24.32413,27/03/2020,n,1.56,0
50.99371,25.55333,27/03/2020,n,3.37,0
51.21548,27.29458,27/03/2020,n,2.14,0
50.88806,24.88503,27/03/2020,n,4.13,0
51.21206,27.29565,27/03/2020,n,2.14,0
51.69016,32.08582,27/03/2020,l,137.04,0
51.26383,27.78313,27/03/2020,n,4.16,0
51.69063,32.09173,27/03/2020,n,36.81,0
51.6911,32.09765,27/03/2020,n,36.81,0
51.83245,34.08384,27/03/2020,n,4.91,0
50.76991,24.16241,27/03/2020,n,2.53,0
51.25087,27.70432,27/03/2020,n,7.19,0
51.81718,33.91348,27/03/2020,n,5.71,0
51.84001,34.28026,27/03/2020,n,3.98,0
50.82246,24.55644,27/03/2020,n,10.08,0
51.19568,27.30695,27/03/2020,n,2.46,0
51.2403,27.67582,27/03/2020,n,7.3,0
51.23685,27.67686,27/03/2020,n,7.3,0
51.23339,27.67789,27/03/2020,n,2.21,0
51.24503,27.77607,27/03/2020,n,2.61,0
50.78211,24.3788,27/03/2020,n,4.07,0
50.77966,24.38528,27/03/2020,n,2.79,0
50.7756,24.38124,27/03/2020,n,1.77,0
51.31782,28.55314,27/03/2020,n,2.43,0
51.29051,28.47445,27/03/2020,n,6.47,0
50.97136,26.13521,27/03/2020,n,38.68,0
50.97212,26.14084,27/03/2020,n,8.12,0
50.97287,26.14646,27/03/2020,n,8.12,0
50.96773,26.15993,27/03/2020,n,9.8,0
50.96849,26.16556,27/03/2020,h,15.04,0
51.20943,28.14956,27/03/2020,n,3.24,0
51.74263,34.19572,27/03/2020,n,3.84,0
51.29369,28.96696,27/03/2020,n,4.06,0
51.6057,32.31194,27/03/2020,n,6.81,0
51.60617,32.31794,27/03/2020,n,6.81,0
51.60664,32.32394,27/03/2020,n,2.97,0
51.14359,27.68251,27/03/2020,n,5.86,0
51.17855,27.97757,27/03/2020,n,4.49,0
51.60109,32.30679,27/03/2020,n,11.96,0
51.6025,32.32479,27/03/2020,n,2.97,0
51.60297,32.33079,27/03/2020,n,2.97,0
51.59649,32.30164,27/03/2020,h,19.88,0
51.5231,31.59987,27/03/2020,n,1.61,0
51.52357,31.60546,27/03/2020,n,1.61,0
50.73003,24.74129,27/03/2020,n,6.58,0
50.72757,24.74786,27/03/2020,n,1.09,0
50.65774,24.32688,27/03/2020,n,5.38,0
50.96742,26.52673,27/03/2020,n,7.25,0
51.10958,27.66752,27/03/2020,n,6.02,0
51.10865,27.66894,27/03/2020,n,3.97,0
50.86213,25.82968,27/03/2020,n,2.64,0
50.70273,24.78712,27/03/2020,n,7.14,0
