latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
47.15578,37.52996,297.18,0.4,0.37,2022-01-01,2324,N20,VIIRS,n,2,271.86,0.65,N,2
47.09485,37.60851,304.44,0.4,0.37,2022-01-01,2324,N20,VIIRS,n,2,274.29,1.94,N,2
48.74947,26.60187,311.08,0.36,0.58,2022-01-01,2324,N20,VIIRS,n,2,275.98,1.27,N,2
47.09631,37.59814,297.93,0.4,0.37,2022-01-01,2324,N20,VIIRS,n,2,272.55,1.31,N,2
47.09558,37.60332,326.81,0.4,0.37,2022-01-01,2324,N20,VIIRS,n,2,276.35,1.94,N,2
47.10255,37.57838,298.01,0.4,0.37,2022-01-01,2324,N20,VIIRS,n,2,270.78,1.52,N,0
47.10182,37.58358,327.25,0.4,0.37,2022-01-01,2324,N20,VIIRS,n,2,272.92,2.95,N,2
47.13134,37.63082,296.51,0.4,0.37,2022-01-01,2324,N20,VIIRS,n,2,273.32,0.93,N,2
47.13785,37.5842,295.45,0.4,0.37,2022-01-01,2324,N20,VIIRS,n,2,271.96,0.59,N,2
47.13857,37.57901,298.48,0.4,0.37,2022-01-01,2324,N20,VIIRS,n,2,272.12,0.59,N,2
47.15071,37.56644,304.95,0.4,0.37,2022-01-01,2324,N20,VIIRS,n,2,272.03,1.48,N,0
48.74656,26.6008,295.89,0.36,0.58,2022-01-01,2324,N20,VIIRS,n,2,272.74,1.35,N,2
47.16214,37.55904,316.21,0.4,0.37,2022-01-01,2324,N20,VIIRS,n,2,274.41,2.19,N,2
47.1581,37.56324,325.06,0.4,0.37,2022-01-01,2324,N20,VIIRS,n,2,275.16,2.28,N,2
47.15477,37.56224,325.89,0.4,0.37,2022-01-01,2324,N20,VIIRS,n,2,271.89,1.48,N,2
47.15404,37.56745,297.46,0.4,0.37,2022-01-01,2324,N20,VIIRS,n,2,273.53,1.48,N,2
48.167,30.61584,299.78,0.44,0.62,2022-01-02,0104,N20,VIIRS,n,2,273.2,0.95,N,2
47.10644,37.58442,298.28,0.55,0.43,2022-01-02,2305,N20,VIIRS,n,2,267.41,1.55,N,2
47.15579,37.52798,325.18,0.56,0.43,2022-01-02,2305,N20,VIIRS,n,2,264.62,4.63,N,2
47.15617,37.56562,335.9,0.55,0.43,2022-01-02,2305,N20,VIIRS,n,2,267.25,6.28,N,2
48.21373,38.24238,325,0.53,0.42,2022-01-02,2305,N20,VIIRS,n,2,265.33,2.69,N,2
47.10699,37.58546,299.26,0.55,0.43,2022-01-02,2305,N20,VIIRS,n,2,267.98,1.88,N,2
47.09527,37.58293,298.23,0.55,0.43,2022-01-02,2305,N20,VIIRS,n,2,266.59,1.93,N,2
47.097,37.60567,313.51,0.55,0.43,2022-01-02,2305,N20,VIIRS,n,2,268.86,2.56,N,2
47.099,37.5915,305.95,0.59,0.7,2022-01-03,0045,N20,VIIRS,n,2,263.37,3.94,N,2
47.09414,37.60555,314.5,0.59,0.7,2022-01-03,0045,N20,VIIRS,n,2,266.83,3.56,N,2
47.09658,37.5985,318.78,0.59,0.7,2022-01-03,0045,N20,VIIRS,n,2,264.73,3.56,N,2
47.2062,37.55082,295.15,0.45,0.47,2022-01-05,0008,N20,VIIRS,n,2,273.77,0.92,N,2
47.0924,37.60754,296.69,0.46,0.47,2022-01-05,0008,N20,VIIRS,n,2,273.79,1.49,N,2
47.0938,37.60181,297.55,0.46,0.47,2022-01-05,0008,N20,VIIRS,n,2,272.7,1.49,N,2
47.09521,37.59608,315.83,0.46,0.47,2022-01-05,0008,N20,VIIRS,n,2,273.65,2.17,N,2
47.09792,37.60389,308.73,0.46,0.47,2022-01-05,0008,N20,VIIRS,n,2,274.13,1.49,N,2
47.10621,37.58896,297.41,0.46,0.47,2022-01-05,0008,N20,VIIRS,n,2,274.88,1.16,N,2
47.15434,37.5621,302.29,0.45,0.47,2022-01-05,0008,N20,VIIRS,n,2,271.57,0.95,N,2
47.14199,37.57493,303.31,0.46,0.47,2022-01-05,0008,N20,VIIRS,n,2,272.58,1.59,N,2
47.1598,37.55856,295.05,0.45,0.47,2022-01-05,0008,N20,VIIRS,n,2,272.62,2.51,N,2
