latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
47.52102,28.88782,328.06,0.54,0.42,2023-02-10,1117,N20,VIIRS,n,2,281.64,2.57,D,0
46.89585,29.05374,332.43,0.39,0.37,2023-02-11,1058,N20,VIIRS,n,2,275.51,3.2,D,0
46.96515,29.2504,338.31,0.39,0.44,2023-02-13,1020,N20,VIIRS,n,2,282.42,2.45,D,0
46.64077,29.11279,339.89,0.6,0.7,2023-02-13,1201,N20,VIIRS,n,2,280.82,5.46,D,0
46.63945,29.11189,342.52,0.6,0.7,2023-02-13,1201,N20,VIIRS,n,2,281.34,5.19,D,0
47.38655,28.43332,332.41,0.41,0.37,2023-02-16,1104,N20,VIIRS,n,2,286.43,4.28,D,0
47.21037,28.39643,330.3,0.41,0.37,2023-02-16,1104,N20,VIIRS,n,2,288.55,3.52,D,0
46.97336,29.21676,336.04,0.39,0.36,2023-02-17,1045,N20,VIIRS,n,2,285.14,3.06,D,0
47.66137,28.00626,328.15,0.45,0.39,2023-02-21,1110,N20,VIIRS,n,2,296.21,39.19,D,0
45.90473,28.41169,337.19,0.44,0.38,2023-02-21,1110,N20,VIIRS,n,2,286.61,4.13,D,0
46.38623,30.04469,329.69,0.44,0.38,2023-02-23,1032,N20,VIIRS,n,2,280.96,4.72,D,0
47.62665,27.62004,346.12,0.43,0.62,2023-02-24,1155,N20,VIIRS,n,2,273.36,4.5,D,0
47.42664,28.30864,297.5,0.38,0.36,2023-02-25,0009,N20,VIIRS,n,2,266.57,0.9,N,0
47.4299,28.30975,319.63,0.38,0.36,2023-02-25,0009,N20,VIIRS,n,2,263.18,0.9,N,0
47.79467,28.31766,341.22,0.56,0.51,2023-02-25,1136,N20,VIIRS,n,2,271.8,7.57,D,0
47.79405,28.3173,339.73,0.56,0.51,2023-02-25,1136,N20,VIIRS,n,2,273.22,9.98,D,0
46.70971,29.54128,337.34,0.62,0.54,2023-03-02,1001,N20,VIIRS,n,2,285.91,3.39,D,0
46.70744,29.54092,336.83,0.62,0.54,2023-03-02,1001,N20,VIIRS,n,2,287.41,6.06,D,0
46.0006,28.45531,330.32,0.39,0.44,2023-03-03,1123,N20,VIIRS,n,2,281.74,1.97,D,0
47.22921,27.98581,327.72,0.38,0.43,2023-03-03,1123,N20,VIIRS,n,2,287.4,2.09,D,0
47.22522,27.98667,326.8,0.38,0.43,2023-03-03,1123,N20,VIIRS,n,2,289.44,1.98,D,0
46.69223,29.52164,328.03,0.44,0.38,2023-03-04,1104,N20,VIIRS,n,2,291.24,2.41,D,0
47.0929,28.96864,328.7,0.42,0.38,2023-03-04,1104,N20,VIIRS,n,2,290.04,1.56,D,0
47.21679,28.76565,344.93,0.42,0.38,2023-03-04,1104,N20,VIIRS,n,2,288.06,7.49,D,0
47.48283,28.46403,330.01,0.42,0.37,2023-03-04,1104,N20,VIIRS,n,2,288.24,1.99,D,0
48.30312,27.52331,329.63,0.4,0.37,2023-03-04,1105,N20,VIIRS,n,2,287.85,9.07,D,0
46.70028,29.53044,321.69,0.6,0.53,2023-03-04,2319,N20,VIIRS,n,2,270.37,3.38,N,0
46.07511,28.09122,345.29,0.41,0.37,2023-03-05,1045,N20,VIIRS,n,2,287.66,5.48,D,0
46.47708,29.93035,332.03,0.39,0.36,2023-03-05,1045,N20,VIIRS,n,2,291.69,4.69,D,0
47.18648,27.86555,334.24,0.57,0.43,2023-03-06,1027,N20,VIIRS,n,2,285.18,4.71,D,0
47.66962,28.87001,333.39,0.42,0.61,2023-03-07,1149,N20,VIIRS,n,2,272.75,2.88,D,0
46.12043,28.14353,340.54,0.44,0.38,2023-03-09,1110,N20,VIIRS,n,2,298.83,4.66,D,0
46.74299,28.19579,325.47,0.44,0.39,2023-03-09,1110,N20,VIIRS,n,2,282.54,2.65,D,0
47.3019,28.51149,351.27,0.46,0.39,2023-03-09,1111,N20,VIIRS,n,2,289.94,5.64,D,0
48.35012,27.80638,328.17,0.45,0.39,2023-03-09,1111,N20,VIIRS,n,2,274.75,2.74,D,0
47.1898,28.26786,325.11,0.45,0.39,2023-03-09,1111,N20,VIIRS,n,2,293.26,2.25,D,0
47.19139,28.26985,327.21,0.45,0.39,2023-03-09,1111,N20,VIIRS,n,2,293.93,2.17,D,0
46.85292,28.36956,323.87,0.57,0.52,2023-03-09,2325,N20,VIIRS,n,2,275.16,4.71,N,0
47.78504,29.01546,295.43,0.54,0.51,2023-03-09,2325,N20,VIIRS,n,2,279.55,0.81,N,2
46.9099,28.14442,304.36,0.59,0.53,2023-03-09,2325,N20,VIIRS,n,2,276.22,1.36,N,0
47.78869,28.9565,306.96,0.55,0.51,2023-03-09,2325,N20,VIIRS,n,2,280.5,2.11,N,2
47.79016,28.95559,298.9,0.39,0.59,2023-03-10,0105,N20,VIIRS,n,2,279.6,1.08,N,2
47.78415,29.01502,298.17,0.39,0.59,2023-03-10,0105,N20,VIIRS,n,2,277.86,0.69,N,0
47.79165,28.9507,295.69,0.39,0.59,2023-03-10,0105,N20,VIIRS,n,2,277.07,1.06,N,2
47.78895,28.95149,311.7,0.39,0.59,2023-03-10,0106,N20,VIIRS,n,2,278.5,1.2,N,2
46.03229,28.20162,331.63,0.39,0.36,2023-03-10,1051,N20,VIIRS,n,2,286.94,1.59,D,0
46.07711,28.43567,326.35,0.39,0.36,2023-03-10,1051,N20,VIIRS,n,2,289.17,2.15,D,0
47.96528,27.84092,330,0.39,0.36,2023-03-10,1052,N20,VIIRS,n,2,292.59,3.19,D,0
47.24333,28.70349,326.77,0.38,0.36,2023-03-10,1052,N20,VIIRS,n,2,277.18,1.74,D,0
47.96284,27.84714,336.93,0.39,0.36,2023-03-10,1052,N20,VIIRS,n,2,293.98,5.69,D,0
47.96609,27.84599,345.05,0.39,0.36,2023-03-10,1052,N20,VIIRS,n,2,295.98,5.69,D,0
48.24623,27.36607,328.84,0.39,0.36,2023-03-10,1052,N20,VIIRS,n,2,281.97,2.44,D,0
47.47488,27.78053,332.52,0.51,0.5,2023-03-12,1014,N20,VIIRS,n,2,282.71,3.01,D,0
47.6637,28.00087,327.45,0.5,0.49,2023-03-12,1014,N20,VIIRS,n,2,282.58,2.71,D,0
46.06724,28.70901,338.29,0.51,0.49,2023-03-12,1014,N20,VIIRS,n,2,286.1,25.33,D,0
48.35538,27.1238,332,0.52,0.5,2023-03-12,1015,N20,VIIRS,n,2,281.64,3.6,D,0
46.65965,29.31435,329.9,0.52,0.67,2023-03-12,1155,N20,VIIRS,n,2,285.36,6.13,D,0
46.65972,29.3212,340.96,0.52,0.67,2023-03-12,1155,N20,VIIRS,n,2,284.95,6.99,D,0
