latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
46.76212,29.46609,344.85,0.39,0.36,2019-01-05,1045,N20,VIIRS,n,2,279.29,12.16,D,0
46.66642,29.64388,328.16,0.41,0.37,2019-02-17,1039,N20,VIIRS,n,2,289.11,2.22,D,0
47.58909,29.01552,338.14,0.41,0.37,2019-02-17,1039,N20,VIIRS,n,2,284.38,5.03,D,0
45.59961,28.24299,342.25,0.45,0.39,2019-02-17,1039,N20,VIIRS,n,2,290.01,8.16,D,0
47.24699,28.24381,325.36,0.34,0.56,2019-02-19,1002,N20,VIIRS,n,2,283.08,2.02,D,0
46.70317,29.02001,329.91,0.33,0.55,2019-02-19,1002,N20,VIIRS,n,2,283.41,2.35,D,0
47.07067,28.1777,340.25,0.35,0.56,2019-02-19,1002,N20,VIIRS,n,2,282.51,2.64,D,0
47.24486,28.24755,335.66,0.34,0.56,2019-02-19,1002,N20,VIIRS,n,2,283.47,2.22,D,0
46.5397,29.41494,343.35,0.37,0.58,2019-02-19,1142,N20,VIIRS,n,2,285.02,3.58,D,0
47.59207,29.15902,327.55,0.49,0.65,2019-02-20,0943,N20,VIIRS,n,2,283.98,4.55,D,0
47.67248,28.39462,327.23,0.4,0.45,2019-02-20,1123,N20,VIIRS,n,2,283.22,2.32,D,0
47.49379,28.46251,300.33,0.41,0.45,2019-02-20,2338,N20,VIIRS,n,2,271.36,0.73,N,0
46.5791,29.94197,352.07,0.77,0.77,2019-02-21,0924,N20,VIIRS,n,2,288.41,51.16,D,0
46.58061,29.93837,352.76,0.77,0.77,2019-02-21,0924,N20,VIIRS,n,2,283.56,34.5,D,0
46.58394,29.94735,333.03,0.77,0.77,2019-02-21,0924,N20,VIIRS,n,2,278.04,37.89,D,0
46.5743,29.94332,341.48,0.77,0.77,2019-02-21,0924,N20,VIIRS,n,2,286.23,34.5,D,0
48.27859,27.26085,328.09,0.43,0.38,2019-02-26,1111,N20,VIIRS,n,2,277.26,11.36,D,0
47.27299,28.45082,331.17,0.47,0.4,2019-02-28,1033,N20,VIIRS,n,2,290.45,13.06,D,0
