latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
53.26984,24.44352,301.04,0.44,0.38,2018-04-03,0051,N20,VIIRS,n,2,271.09,1.2,N,2
51.89024,29.34205,307.44,0.45,0.47,2018-04-03,0051,N20,VIIRS,n,2,272.26,0.99,N,2
51.88775,29.33616,329.46,0.38,0.36,2018-04-03,1040,N20,VIIRS,n,2,286.96,3.09,D,2
52.84507,29.99125,331.03,0.39,0.36,2018-04-03,1040,N20,VIIRS,n,2,288.84,3.5,D,2
53.22694,28.391,329.34,0.39,0.36,2018-04-03,1040,N20,VIIRS,n,2,284.73,3.32,D,0
52.30458,30.23596,338.37,0.39,0.36,2018-04-03,1040,N20,VIIRS,n,2,286.77,3.11,D,0
53.26995,24.44391,305.91,0.38,0.36,2018-04-04,0033,N20,VIIRS,n,2,277.32,1.33,N,2
52.61227,28.3438,338.85,0.48,0.4,2018-04-04,1021,N20,VIIRS,n,2,291.81,3.62,D,0
52.61086,28.33701,330.09,0.48,0.4,2018-04-04,1021,N20,VIIRS,n,2,291.21,3.62,D,0
52.41075,26.67104,327.08,0.55,0.43,2018-04-04,1021,N20,VIIRS,n,2,292.43,3.19,D,0
52.61417,27.08681,331.65,0.53,0.42,2018-04-04,1021,N20,VIIRS,n,2,291.66,2.95,D,0
52.59502,26.16214,344.87,0.57,0.43,2018-04-04,1021,N20,VIIRS,n,2,295.78,12.08,D,0
52.82292,26.76005,333.88,0.53,0.42,2018-04-04,1021,N20,VIIRS,n,2,288.15,3.59,D,0
52.84702,29.99095,328.25,0.43,0.38,2018-04-04,1021,N20,VIIRS,n,2,292.58,3.17,D,2
52.57706,29.98445,332.63,0.44,0.38,2018-04-04,1021,N20,VIIRS,n,2,286.79,2.69,D,0
51.89124,29.33898,333.73,0.46,0.39,2018-04-04,1021,N20,VIIRS,n,2,293.79,4.33,D,2
52.38903,25.30165,336.35,0.43,0.62,2018-04-04,1202,N20,VIIRS,n,2,285.64,3.27,D,0
51.88871,29.34649,338.56,0.63,0.72,2018-04-04,1202,N20,VIIRS,n,2,284.64,6.38,D,2
52.59734,26.19211,340.41,0.47,0.64,2018-04-04,1202,N20,VIIRS,n,2,287.09,4.3,D,0
53.64452,25.69034,350.93,0.45,0.63,2018-04-04,1202,N20,VIIRS,n,2,290.08,7.04,D,0
52.60328,26.19204,329.31,0.47,0.64,2018-04-04,1202,N20,VIIRS,n,2,286.23,2.35,D,0
53.9096,25.63564,332.12,0.45,0.63,2018-04-04,1203,N20,VIIRS,n,2,290.22,4.11,D,0
52.25447,29.61518,296.02,0.39,0.36,2018-04-05,0014,N20,VIIRS,n,2,272.53,1.41,N,0
52.25537,29.60967,326.59,0.39,0.36,2018-04-05,0014,N20,VIIRS,n,2,273.21,2.15,N,0
52.07327,25.7166,334.27,0.61,0.54,2018-04-05,1003,N20,VIIRS,n,2,289.6,10.47,D,0
52.07705,25.72087,339.15,0.61,0.54,2018-04-05,1003,N20,VIIRS,n,2,290.43,6.52,D,0
52.01468,24.82575,344.17,0.33,0.56,2018-04-05,1003,N20,VIIRS,n,2,285.97,4.65,D,0
53.30614,24.38743,340.34,0.63,0.54,2018-04-05,1003,N20,VIIRS,n,2,278.65,8.19,D,0
52.18068,24.80715,330.48,0.51,0.49,2018-04-05,1143,N20,VIIRS,n,2,281.26,3.7,D,0
52.01797,26.18754,342.31,0.58,0.52,2018-04-05,1143,N20,VIIRS,n,2,289.9,14.32,D,0
52.75979,26.06511,340.27,0.58,0.52,2018-04-05,1143,N20,VIIRS,n,2,293.49,30.64,D,0
52.75937,26.05643,325.43,0.58,0.52,2018-04-05,1143,N20,VIIRS,n,2,292.15,26.99,D,0
53.39679,32.01476,297.89,0.4,0.37,2018-04-05,2354,N20,VIIRS,n,2,277.66,1.27,N,2
54.97483,30.16446,303.85,0.45,0.39,2018-04-05,2354,N20,VIIRS,n,2,275.48,0.79,N,0
52.84613,29.99016,323.27,0.43,0.38,2018-04-05,2355,N20,VIIRS,n,2,278.23,2.39,N,2
52.30526,30.23883,304.12,0.42,0.38,2018-04-05,2355,N20,VIIRS,n,2,276.61,0.77,N,0
52.38379,26.27016,295.85,0.55,0.43,2018-04-05,2355,N20,VIIRS,n,2,278.04,0.87,N,0
51.89166,29.33588,307.27,0.44,0.38,2018-04-05,2355,N20,VIIRS,n,2,279.18,0.73,N,2
52.85224,29.99879,295.49,0.43,0.38,2018-04-05,2355,N20,VIIRS,n,2,279.38,0.93,N,2
53.82946,25.19823,339.28,0.54,0.42,2018-04-06,1125,N20,VIIRS,n,2,289.01,16.63,D,0
53.27239,24.44001,303.83,0.35,0.56,2018-04-06,2336,N20,VIIRS,n,2,271.43,0.99,N,2
52.84787,29.99062,326.94,0.41,0.45,2018-04-06,2336,N20,VIIRS,n,2,275.4,3.16,N,2
52.30562,30.23644,304.73,0.39,0.44,2018-04-06,2336,N20,VIIRS,n,2,273.41,0.88,N,0
52.40774,27.30632,298.54,0.52,0.5,2018-04-06,2336,N20,VIIRS,n,2,272.98,0.66,N,0
