latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
51.88683,29.33881,326.14,0.4,0.6,2020-01-01,0937,N20,VIIRS,n,2,271.96,2.74,D,2
51.88849,29.34407,333.67,0.4,0.6,2020-01-01,0937,N20,VIIRS,n,2,272.47,2.74,D,2
51.89013,29.34247,337.89,0.42,0.45,2020-01-01,1118,N20,VIIRS,n,2,274.03,4.47,D,2
51.89062,29.3386,305.1,0.49,0.49,2020-01-01,2330,N20,VIIRS,n,2,268.48,1.17,N,2
52.28802,28.50144,328.3,0.39,0.36,2020-01-03,1040,N20,VIIRS,n,2,274.08,2.06,D,0
52.37363,26.06989,328.9,0.42,0.38,2020-01-03,1040,N20,VIIRS,n,2,275.63,2.26,D,0
51.92347,23.88256,337.86,0.49,0.4,2020-01-03,1040,N20,VIIRS,n,2,275.95,4.47,D,0
51.88918,29.34226,333.62,0.38,0.36,2020-01-03,1040,N20,VIIRS,n,2,275.78,1.9,D,2
52.84602,29.9905,330.46,0.38,0.36,2020-01-03,1040,N20,VIIRS,n,2,278.46,4.18,D,2
51.89215,29.33661,309.98,0.63,0.72,2020-01-03,2252,N20,VIIRS,n,2,270.67,1.97,N,2
52.84912,29.98898,317.31,0.59,0.7,2020-01-03,2252,N20,VIIRS,n,2,270.3,4.03,N,2
51.89489,29.33021,315.27,0.63,0.72,2020-01-03,2252,N20,VIIRS,n,2,270.64,3.67,N,0
52.84762,29.98494,326.96,0.59,0.7,2020-01-03,2252,N20,VIIRS,n,2,270.12,3.24,N,2
51.89201,29.32716,301.7,0.63,0.72,2020-01-03,2252,N20,VIIRS,n,2,268.93,1.97,N,0
52.84784,29.98855,328.75,0.47,0.39,2020-01-04,0032,N20,VIIRS,n,2,271.61,3.95,N,2
51.89086,29.34313,317.56,0.46,0.39,2020-01-04,0033,N20,VIIRS,n,2,270.75,1.89,N,2
51.89218,29.33668,297.1,0.46,0.39,2020-01-04,0033,N20,VIIRS,n,2,270.2,1.18,N,2
52.84779,29.98775,319.71,0.43,0.38,2020-01-05,2355,N20,VIIRS,n,2,269.68,1.42,N,2
51.40956,30.49353,338.79,0.4,0.37,2020-01-08,1046,N20,VIIRS,n,2,274.34,3.59,D,0
52.84575,29.99224,330.18,0.4,0.37,2020-01-08,1047,N20,VIIRS,n,2,275.64,3.72,D,2
51.44324,30.55667,304.11,0.49,0.4,2020-01-11,2343,N20,VIIRS,n,2,270.93,1.54,N,0
51.44431,30.55619,303.85,0.49,0.41,2020-01-11,2343,N20,VIIRS,n,2,270.68,1.4,N,0
52.84835,29.99044,327.23,0.43,0.38,2020-01-15,0026,N20,VIIRS,n,2,274.96,5.32,N,2
51.86548,26.77739,295.21,0.39,0.36,2020-01-15,0027,N20,VIIRS,n,2,263.46,0.53,N,0
51.83302,29.17543,295.85,0.42,0.38,2020-01-15,0027,N20,VIIRS,n,2,271.05,0.54,N,0
52.84705,29.98825,327.38,0.39,0.36,2020-01-16,0008,N20,VIIRS,n,2,264,2.77,N,2
53.27165,24.43964,301.99,0.51,0.5,2020-01-16,2349,N20,VIIRS,n,2,271.7,1.51,N,2
52.8479,29.98704,325.22,0.47,0.4,2020-01-16,2349,N20,VIIRS,n,2,272.73,2.46,N,2
53.27141,24.43898,303.25,0.51,0.5,2020-01-16,2349,N20,VIIRS,n,2,271.46,1.05,N,2
52.84737,29.98945,329.46,0.51,0.66,2020-01-17,0129,N20,VIIRS,n,2,271.9,3.77,N,2
53.08314,24.46268,326.41,0.45,0.39,2020-01-21,0014,N20,VIIRS,n,2,272.8,3.17,N,0
