latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
52.84879,29.98528,303.75,0.56,0.51,2022-01-01,2323,N20,VIIRS,n,2,269.87,0.94,N,2
52.84995,29.98795,325.29,0.58,0.52,2022-01-02,0103,N20,VIIRS,n,2,268.26,2.3,N,2
51.89067,29.33751,301.53,0.59,0.53,2022-01-02,0103,N20,VIIRS,n,2,270.3,1.73,N,2
53.27236,24.44032,295.27,0.41,0.61,2022-01-06,2329,N20,VIIRS,n,2,269.4,1.12,N,2
51.89484,29.33582,296.24,0.4,0.6,2022-01-07,2310,N20,VIIRS,n,2,268.21,0.85,N,2
51.88887,29.33818,298.12,0.44,0.46,2022-01-08,0051,N20,VIIRS,n,2,266.25,0.62,N,2
51.89217,29.34147,296.88,0.44,0.46,2022-01-08,0051,N20,VIIRS,n,2,267.18,1.72,N,2
52.84792,29.98686,367,0.33,0.55,2022-01-12,2316,N20,VIIRS,h,2,257.22,6.34,N,2
52.84889,29.98677,325.39,0.5,0.49,2022-01-13,0057,N20,VIIRS,n,2,254.69,3.41,N,2
52.84825,29.98742,319.25,0.39,0.36,2022-01-21,0007,N20,VIIRS,n,2,267.14,2.71,N,2
52.85391,29.99573,302.15,0.39,0.36,2022-01-21,0007,N20,VIIRS,n,2,271.65,0.7,N,2
52.84869,29.98744,326.24,0.54,0.42,2022-02-01,2342,N20,VIIRS,n,2,264.59,4.33,N,2
52.84618,29.99091,327.09,0.39,0.44,2022-02-04,0045,N20,VIIRS,n,2,264.14,2.89,N,2
52.84773,29.99128,327.98,0.39,0.44,2022-02-04,0045,N20,VIIRS,n,2,264.2,2.1,N,2
52.84792,29.98785,326.59,0.42,0.38,2022-02-05,0026,N20,VIIRS,n,2,261.93,2.42,N,2
52.84807,29.989,322.44,0.33,0.56,2022-02-08,0110,N20,VIIRS,n,2,259.87,1.61,N,2
52.84678,29.99705,331.07,0.61,0.53,2022-02-12,0944,N20,VIIRS,n,2,274.53,24.35,D,0
52.84987,29.99002,313.16,0.38,0.59,2022-02-13,0116,N20,VIIRS,n,2,267.42,1.55,N,2
51.89123,29.33946,349.35,0.39,0.6,2022-02-13,0116,N20,VIIRS,n,2,271.61,3.5,N,2
52.84683,29.98985,313.55,0.38,0.59,2022-02-13,0116,N20,VIIRS,n,2,268.79,2.16,N,2
51.88946,29.33954,330.21,0.48,0.4,2022-02-13,1105,N20,VIIRS,n,2,276.73,4.01,D,2
52.84579,29.98603,319.86,0.32,0.55,2022-02-13,2317,N20,VIIRS,n,2,267.17,1.73,N,2
51.88969,29.33311,299.92,0.34,0.56,2022-02-13,2317,N20,VIIRS,n,2,267.89,0.57,N,2
51.89469,29.33874,296.43,0.34,0.56,2022-02-13,2317,N20,VIIRS,n,2,269.13,0.57,N,2
52.84559,29.99087,298.87,0.32,0.55,2022-02-13,2317,N20,VIIRS,n,2,267.03,1.49,N,2
52.84782,29.99236,335.83,0.51,0.49,2022-02-14,0057,N20,VIIRS,n,2,268.31,5.9,N,2
51.88777,29.3372,296.68,0.51,0.5,2022-02-14,0058,N20,VIIRS,n,2,267.62,1.02,N,2
51.89199,29.3401,303.94,0.51,0.5,2022-02-14,0058,N20,VIIRS,n,2,269.1,1.02,N,2
51.89186,29.33979,328.7,0.39,0.36,2022-02-14,1046,N20,VIIRS,n,2,279.58,1.94,D,2
52.84845,29.99,301.37,0.51,0.66,2022-02-14,2258,N20,VIIRS,n,2,268.01,2.27,N,2
52.84879,29.98855,314.37,0.52,0.41,2022-02-15,0039,N20,VIIRS,n,2,269.18,2.37,N,2
53.27138,24.44385,305.7,0.39,0.36,2022-02-15,0039,N20,VIIRS,n,2,272.86,1.13,N,2
53.26396,24.44646,295.96,0.39,0.36,2022-02-15,0039,N20,VIIRS,n,2,272.64,0.67,N,2
51.90251,26.93287,346.02,0.58,0.7,2022-02-15,1208,N20,VIIRS,n,2,276.3,5.33,D,0
52.66571,26.85369,353.06,0.58,0.69,2022-02-15,1208,N20,VIIRS,n,2,278.09,6.6,D,0
51.90227,26.93266,343.02,0.58,0.7,2022-02-15,1208,N20,VIIRS,n,2,276.13,5.9,D,0
53.27129,24.44057,301.17,0.42,0.38,2022-02-16,0020,N20,VIIRS,n,2,273.37,0.83,N,2
52.84976,29.99234,299.61,0.4,0.37,2022-02-16,0020,N20,VIIRS,n,2,268.78,2.22,N,2
52.8465,29.99076,336.58,0.4,0.37,2022-02-16,0020,N20,VIIRS,n,2,270.34,2.22,N,2
51.88988,29.33889,298.15,0.4,0.37,2022-02-16,0020,N20,VIIRS,n,2,269.85,0.89,N,2
51.88899,29.33856,309.92,0.77,0.77,2022-02-22,0147,N20,VIIRS,n,2,273.09,1.88,N,2
53.27175,24.44189,295.37,0.45,0.63,2022-02-22,0148,N20,VIIRS,n,2,272.28,0.54,N,2
52.84828,29.98908,315.16,0.5,0.66,2022-02-23,0128,N20,VIIRS,n,2,270.19,1.77,N,2
51.71462,30.40832,339.77,0.46,0.47,2022-02-23,1118,N20,VIIRS,n,2,266.68,8.93,D,0
52.84972,29.98756,323.48,0.38,0.58,2022-02-24,2311,N20,VIIRS,n,2,272.36,2.54,N,2
52.8456,29.98705,326.64,0.38,0.58,2022-02-24,2311,N20,VIIRS,n,2,272.23,2.11,N,2
52.84714,29.9939,328.08,0.38,0.36,2022-02-25,1040,N20,VIIRS,n,2,278.85,9.58,D,2
